1-fw	0.88534
1-bw	0.91460
2-fw	0.88989
2-bw	0.92743
3-fw	0.89374
3-bw	0.92385
4-fw	0.88323
4-bw	0.91598
5-fw	0.88624
5-bw	0.90613
6-fw	0.89390
6-bw	0.92242
7-fw	0.88223
7-bw	0.90329
8-fw	0.88928
8-bw	0.91421
9-fw	0.89569
9-bw	0.90859
10-fw	0.88929
10-bw	0.91327
11-fw	0.89435
11-bw	0.91120
12-fw	0.89352
12-bw	0.91408
13-fw	0.88521
13-bw	0.90818
14-fw	0.89467
14-bw	0.90659
