1-fw	0.46855
1-bw	0.45090
2-fw	0.47512
2-bw	0.44030
3-fw	0.44651
3-bw	0.42139
4-fw	0.44929
4-bw	0.41087
5-fw	0.45121
5-bw	0.40173
6-fw	0.43937
6-bw	0.40056
7-fw	0.42973
7-bw	0.39772
8-fw	0.42535
8-bw	0.38770
9-fw	0.42947
9-bw	0.39340
10-fw	0.43005
10-bw	0.40371
11-fw	0.43079
11-bw	0.38702
12-fw	0.42846
12-bw	0.37996
13-fw	0.42877
13-bw	0.38030
14-fw	0.42214
14-bw	0.37671
