1-fw	0.68746
1-bw	0.68858
2-fw	0.65884
2-bw	0.65378
3-fw	0.64070
3-bw	0.62546
4-fw	0.64002
4-bw	0.62688
5-fw	0.63064
5-bw	0.61844
6-fw	0.62484
6-bw	0.60658
7-fw	0.62530
7-bw	0.59225
8-fw	0.64525
8-bw	0.60555
9-fw	0.64016
9-bw	0.59479
10-fw	0.62788
10-bw	0.60798
11-fw	0.63695
11-bw	0.60286
12-fw	0.62707
12-bw	0.60178
13-fw	0.62630
13-bw	0.60465
14-fw	0.62685
14-bw	0.59630
