1-fw	0.45216
1-bw	0.45496
2-fw	0.47354
2-bw	0.46865
3-fw	0.44082
3-bw	0.41884
4-fw	0.43369
4-bw	0.40977
5-fw	0.42289
5-bw	0.40485
6-fw	0.41960
6-bw	0.39807
7-fw	0.42075
7-bw	0.40533
8-fw	0.41883
8-bw	0.39312
9-fw	0.41845
9-bw	0.40072
10-fw	0.41068
10-bw	0.40745
11-fw	0.41027
11-bw	0.38847
12-fw	0.42453
12-bw	0.39394
13-fw	0.41774
13-bw	0.40357
14-fw	0.42870
14-bw	0.39071
