1-fw	0.98447	1.00000	0.01223	0.00000	0.09449	
1-bw	0.54737	0.92563	0.00012	0.02256	0.00990	

2-fw	0.98884	0.87788	0.00660	0.00000	0.05231	
2-bw	0.70971	1.00000	0.00000	0.00654	0.00000	

3-fw	0.98154	0.89835	0.00652	0.00000	0.00327	
3-bw	0.86894	1.00000	0.00327	0.00653	0.00000	

4-fw	0.97965	0.79327	0.00408	0.00000	0.00000	
4-bw	0.97721	1.00000	0.00327	0.00653	0.00000	

5-fw	0.98709	0.82824	0.00518	0.00001	0.00001	
5-bw	0.95720	0.99915	0.00327	0.00651	0.00000	

6-fw	0.98312	0.77542	0.00656	0.00000	0.00000	
6-bw	0.98102	0.99867	0.00327	0.00651	0.00000	

7-fw	0.98624	0.86577	0.00658	0.00000	0.00000	
7-bw	0.95811	0.99903	0.00326	0.00653	0.00000	

8-fw	0.98368	0.71713	0.00655	0.00000	0.00000	
8-bw	0.98505	0.99933	0.00326	0.00645	0.00000	

9-fw	0.98512	0.81652	0.01227	0.00000	0.00000	
9-bw	0.96137	0.73081	0.00326	0.00326	0.00000	

10-fw	0.97969	0.74629	0.00566	0.00001	0.00000	
10-bw	0.99612	1.00000	0.00327	0.00327	0.00000	

11-fw	0.98699	0.69359	0.00506	0.00327	0.00000	
11-bw	0.97599	0.83412	0.00327	0.00268	0.00000	

12-fw	0.98610	0.66818	0.00865	0.00000	0.00000	
12-bw	0.98176	0.81836	0.00327	0.00327	0.00000	

13-fw	0.98908	0.71358	0.02137	0.00000	0.00000	
13-bw	0.97294	0.98300	0.00327	0.00314	0.00000	

14-fw	0.98534	0.78359	0.01363	0.00000	0.00000	
14-bw	0.97382	0.77349	0.00343	0.00327	0.00000	

15-fw	0.98786	0.64877	0.01015	0.00001	0.00000	
15-bw	0.95929	0.93881	0.00327	0.00327	0.00000	

16-fw	0.97993	0.66361	0.00831	0.00001	0.00000	
16-bw	0.98419	0.97918	0.00327	0.00183	0.00000	

17-fw	0.96989	0.60332	0.00472	0.00005	0.00000	
17-bw	0.99099	0.93324	0.00328	0.00323	0.00000	

18-fw	0.98432	0.73134	0.01399	0.00000	0.00000	
18-bw	0.95509	0.98024	0.00373	0.00327	0.00000	

19-fw	0.98785	0.63012	0.00486	0.00000	0.00000	
19-bw	0.94796	0.97713	0.00372	0.00325	0.00000	

20-fw	0.98863	0.62440	0.00535	0.00001	0.00000	
20-bw	0.95895	0.86293	0.01034	0.00327	0.00000	

21-fw	0.98416	0.58187	0.00366	0.00000	0.00000	
21-bw	0.97689	0.72344	0.02073	0.00326	0.00000	

22-fw	nan	nan	nan	nan	nan	
22-bw	nan	nan	nan	nan	nan	

23-fw	nan	nan	nan	nan	nan	
23-bw	nan	nan	nan	nan	nan	

24-fw	nan	nan	nan	nan	nan	
24-bw	nan	nan	nan	nan	nan	

