1-fw	0.90539	0.81186	0.67150	0.56985	0.50715	
1-bw	0.85471	0.75739	0.62157	0.57779	0.57735	

2-fw	0.91996	0.79960	0.60514	0.50223	0.39564	
2-bw	0.87705	0.74330	0.61361	0.53222	0.53180	

3-fw	0.93172	0.79074	0.60725	0.46475	0.38813	
3-bw	0.88921	0.74399	0.62220	0.53062	0.52813	

4-fw	0.92325	0.76020	0.53884	0.41846	0.32014	
4-bw	0.92289	0.76968	0.56664	0.47552	0.47085	

5-fw	0.91085	0.75643	0.57223	0.45435	0.38014	
5-bw	0.86888	0.70032	0.50872	0.42531	0.42200	

6-fw	0.93740	0.75407	0.52414	0.40312	0.29693	
6-bw	0.82278	0.70759	0.57497	0.51195	0.49152	

7-fw	0.96912	0.78051	0.52385	0.37404	0.29301	
7-bw	0.88202	0.70959	0.52566	0.39990	0.36989	

8-fw	0.91612	0.70468	0.49541	0.36057	0.26673	
8-bw	0.86597	0.72745	0.55550	0.44879	0.39623	

9-fw	0.91221	0.70582	0.48214	0.36453	0.30900	
9-bw	0.86420	0.69945	0.51352	0.41219	0.39297	

10-fw	0.90961	0.67494	0.45242	0.31951	0.24872	
10-bw	0.83648	0.67763	0.51260	0.42161	0.35723	

11-fw	0.91407	0.66563	0.45030	0.33193	0.23390	
11-bw	0.87392	0.69476	0.53812	0.38372	0.32651	

12-fw	0.88304	0.65442	0.43682	0.31909	0.21977	
12-bw	0.86053	0.67608	0.50386	0.37452	0.33766	

13-fw	0.89899	0.65556	0.40872	0.30334	0.22505	
13-bw	0.87517	0.68132	0.48611	0.36412	0.30816	

14-fw	0.92237	0.67418	0.46025	0.34874	0.25888	
14-bw	0.84197	0.67487	0.45112	0.37533	0.32576	

15-fw	0.92303	0.65834	0.44466	0.31237	0.22867	
15-bw	0.91242	0.68497	0.54282	0.34711	0.26307	

16-fw	0.90961	0.64405	0.41203	0.31364	0.19593	
16-bw	0.88575	0.66444	0.47004	0.30787	0.24906	

17-fw	0.90022	0.63853	0.43439	0.30940	0.23328	
17-bw	0.90261	0.69103	0.49015	0.35886	0.29868	

18-fw	0.87539	0.60869	0.39929	0.27009	0.19705	
18-bw	0.91475	0.70258	0.53273	0.39927	0.28670	

19-fw	0.90792	0.64957	0.40216	0.28392	0.20178	
19-bw	0.89868	0.67777	0.50406	0.33996	0.26646	

20-fw	0.92445	0.64980	0.43365	0.29664	0.19975	
20-bw	0.81752	0.66422	0.50816	0.33436	0.25580	

21-fw	0.92782	0.65834	0.44467	0.29525	0.19704	
21-bw	0.91076	0.69773	0.49118	0.33834	0.26217	

22-fw	0.89770	0.62899	0.35200	0.25610	0.18327	
22-bw	0.86666	0.69699	0.46563	0.34994	0.26197	

23-fw	0.92593	0.64533	0.44731	0.31578	0.20965	
23-bw	0.85408	0.68078	0.50245	0.36584	0.28470	

24-fw	0.91073	0.62866	0.37685	0.26177	0.15568	
24-bw	0.84823	0.64666	0.47688	0.34599	0.23967	

25-fw	0.91646	0.64213	0.41924	0.29287	0.21037	
25-bw	0.88508	0.65624	0.47576	0.35654	0.24551	

26-fw	0.92413	0.62005	0.41074	0.28309	0.18078	
26-bw	0.89677	0.66437	0.46206	0.32009	0.24234	

27-fw	0.95415	0.64860	0.45794	0.32736	0.20537	
27-bw	0.86353	0.64465	0.42894	0.30506	0.22698	

28-fw	0.90272	0.65810	0.38757	0.25607	0.17789	
28-bw	0.87284	0.63056	0.47209	0.32337	0.23932	

29-fw	0.89494	0.63486	0.38745	0.26778	0.15802	
29-bw	0.90388	0.68369	0.41602	0.28888	0.21278	

30-fw	0.92372	0.61603	0.39480	0.26574	0.19055	
30-bw	0.90013	0.66297	0.48015	0.35789	0.27557	

31-fw	0.88558	0.59807	0.39643	0.27032	0.18938	
31-bw	0.93445	0.65874	0.47083	0.28993	0.21633	

32-fw	nan	nan	nan	nan	nan	
32-bw	nan	nan	nan	nan	nan	

